Delta,Theta,Alpha,Beta
0.4098460249650361,-0.19252199146055474,-0.31845522463518017,-0.581560543453197
0.6708568394632392,0.2051650267158616,0.11724894551721585,-0.17751612088200364
0.6565306971563225,0.22437836846796558,0.21922389295819528,-0.01333581741275142
0.454333394642964,-0.055082373069255126,0.16424070791671366,0.04845160845145853
0.7042493906922039,0.30580968408495474,0.215093067799552,0.17176686383094678
1.0466779361583993,0.8942829729730533,0.42723468740636533,0.2313841177441956
1.2705753462789127,1.1156914234074349,0.42947525909684997,0.1948159307933029
1.1812325779657702,1.0273566814798452,0.25446430400400344,0.09594626192254051
1.0620464339518532,0.6139659971431102,0.3090503573222951,0.12653371135123156
0.8528638895699994,0.7202776214805405,0.3761850032341856,0.12215808642927475
1.199059289471898,1.0759287829033983,0.6646025482478792,0.20163010350075594
1.17930819010303,1.1095643765263432,0.6572327597054528,0.19448135801046076
1.002733881936534,0.9500412758977547,0.40800071234689594,0.09483160941562457
1.2427559261081507,1.1040928029605415,0.2626136655276309,0.07858250625688033
1.2246596243120993,1.0502736343126537,0.11914408563278578,-0.04838501181011689
1.048113545805616,0.6583402882218425,-0.038559811852681286,-0.11097361895132629
0.6643400565603805,0.15887564419060288,-0.10082388683701834,-0.09862016760892163
0.09701940645266481,0.02574706280625553,0.1586100462023547,0.014276424612630416
0.4330880332926337,0.0760920323588569,0.2836310564094209,0.15111470955307924
0.4620475945436518,0.3826149330337684,0.3588254123087347,0.25446143326120924
0.747163750079186,0.7818976955928175,0.4694637624395631,0.21153728811188635
1.1644620507593173,1.103889797252243,0.4395015778113329,0.15295222508336948
1.3311833386507363,1.115013241002283,0.4743345104522849,0.13930553098070428
1.2317754832601597,1.0074980335738464,0.545820082708257,0.06001664077641922
1.2627603108135035,1.0542993645573426,0.38330998125351023,0.0284098128796651
1.0704401407968687,0.7878166765595074,-0.0018806081239384287,-0.006443348218645136
0.6333098264250147,0.2510744470755538,0.0578134580858471,0.02457485654978803
0.260560362527324,0.1013704739801858,0.0695607718133087,0.10388283859239683
0.0383804250922583,0.2503471601871814,0.013176052829585895,0.09833525390358934
-0.16143506790786122,0.3230798649230828,0.024578950318221323,0.17034828120041817
0.23184114658638924,0.12516875382138457,0.17215796188949442,0.1814104516282606
0.30307465671274186,0.18571870655349398,0.27504403835676705,0.13753436123812005
0.29941066877154465,0.20202600800591278,0.1852443525302947,0.1282138054095706
0.11113344580135227,0.10663547168941459,0.09335103163583518,0.11539839723695478
0.039159525087371,0.2118279303882294,0.1739780467165501,0.0357382231357528
-0.1637794915082223,0.06951579490811359,0.0917804900791436,0.012400475138985099
-0.047133695499092805,0.02187655429480589,-0.04263705714237784,0.0704592300716863
-0.008339784902169892,0.07966481036420467,-0.12003605931327153,0.14013616381422953
0.08818972418808559,0.0021043899893804364,-0.06690027479738728,0.15836975919522964
0.11804336735800304,0.21142259503591154,0.21405266090427327,0.08027483754781382
0.03835170026918052,0.3037571736979601,0.24250832633731972,0.08741512412044336
0.07584596667216308,0.10384978811856586,0.09905317847819542,0.10845097312191056
0.2148323440624854,0.03618594774511965,0.12141312119293139,0.18299204306113584
0.29474652526287437,0.07421346456978711,0.1545431370358431,0.20534869926566138
0.28750604477654035,0.12161977978296633,0.00454956662744698,0.14905409599967967
0.07623168004359983,0.11248070132454926,0.04593764272682011,0.0697590976743878
