Delta,Theta,Alpha,Beta
0.35628616838405974,0.003088540018693323,-0.15665275797642375,-0.4364437598490459
0.7246834424662203,0.5338142346429147,0.32840189543873843,0.06478468582207393
0.9846587930418413,0.7081648837292825,0.5344373172598123,0.23918325748550218
0.8772289091231241,0.6031640849754093,0.527125163200529,0.2704273089236591
0.6256977310242057,0.24041067004309336,0.26236438789001126,0.25985461429685
0.48719611430376875,0.47510699376797083,0.32334488895823893,0.26462435325923467
0.6559483712246753,0.6321652236448642,0.40299169420906633,0.24618433389004638
1.0379341543877028,0.9639705350764777,0.3961627612500303,0.18410352314880618
1.2403218655711603,1.1473002522881843,0.5050642114641245,0.06897231911372415
1.1744788453297885,1.0345759283863156,0.46456103635578333,0.0724893821601451
0.9431284075279917,0.5637102470810433,0.48816098383185647,0.11971465322102418
0.5555016764611099,0.2940900449418242,0.4851279767367255,0.14723230890923628
0.3866940325085855,0.30444954577434274,0.3722210152664067,0.09428519783169256
0.33254246659922626,0.14730229710216572,0.21703887005874664,0.08292776171353887
0.8401120363498715,0.5495795519171386,0.2556143288177989,0.08017453173213263
1.1643357453338354,1.0857473885874478,0.6922588406437121,0.1694369847673667
1.3389755881388739,1.2331008655765232,0.793138481606681,0.2840766894816976
1.2748041289377594,1.0595697156456199,0.5855474329984958,0.23894699837843902
1.0195828105251628,0.5005048741947741,0.14709631862796207,0.16514396414495552
0.6100549180777729,0.31470290419463753,0.2085839146359862,0.17449905467124874
-0.12570363754122152,0.2114740924390233,0.25591142779900156,0.26345904362047373
0.6895375598426866,0.5557745074466712,0.304978171181335,0.396177250718868
1.1535121212230084,1.016715081626121,0.5969100668812153,0.39133805208046135
1.3060600085385012,1.1769213646125158,0.5911052668980675,0.30206640143540725
1.239968325596561,1.0229743887338503,0.3762586169905334,0.3399637138321642
0.9745115076992561,0.5218373148370854,0.344303694016672,0.3104850833657935
0.6328665119965302,0.26151206664641313,0.17269731752200987,0.2984013399005067
0.29274485742179523,0.27079092023235446,0.012596241593935215,0.28725182997504195
-0.03785125035814215,0.26076025300806244,-0.10526392936339274,0.2285782108304311
0.37003747653017843,0.2480171094612208,0.030009077868881375,0.2819635236780406
0.797197176219495,0.7074399480122081,0.14068302982201814,0.24181672240330174
1.1858375377206591,1.0693366037511232,0.38236312652702154,0.24104628285456017
1.224375784162435,1.0945180008929152,0.4237357867843804,0.3362612766707127
1.0768300330873968,0.8165815083691796,0.25553894511839387,0.40404402160268993
0.5904434788880895,0.3349580102039726,0.03469633918142203,0.3575358964163738
0.3343490499087738,0.28873431104029795,0.18916432673339748,0.20876467635826634
0.3765437933061001,0.44004481580306687,0.38478921851282616,0.20835155919050674
0.7970966570403762,0.46883641496671696,0.25704813154100653,0.31057841231778205
1.1231045603787595,0.8148805881877698,-0.05933841331147515,0.3482269830626119
1.259827442016315,0.9049697082502367,0.046936595621126176,0.3687553906110731
1.1666357904204305,0.6981229443303543,0.1785939335160316,0.3812051975183131
0.936108680519657,0.15120298065861998,0.2023909107403142,0.35103533135932574
0.6272354648218159,0.16676349675366445,0.34301508402271186,0.27233991017728054
0.20966019953605203,0.23456723552068945,0.3504660885327086,0.25732353883122405
0.17428628338697014,0.310717760556029,0.20360738858939606,0.2570612389568059
-0.06260174317849632,0.26278506648595057,0.22280137424552265,0.1860462208705022
0.09076175181081143,0.10410298962046954,0.4205579428345685,0.3016147185011944
0.707491311508575,0.2898154899634575,0.43038090007628205,0.320986730355685
1.04771245962176,0.8539199409393536,0.4252551554366527,0.3010372109837175
1.3516786017238884,1.0721664345547313,0.5990473991600448,0.3661409847049798
1.329600550466326,0.9657258429104351,0.626594557437874,0.3422159018621583
1.1758735236422218,0.5579961549621267,0.4689818105597084,0.3263587876468978
0.688142898644917,0.22615520726943394,0.21126785841985762,0.2838811029605601
0.26358957792869525,0.19616394214894317,0.20167958868006367,0.3313832928158412
0.18408413303224522,0.16413038430254975,0.15336327948398576,0.33028198233869327
0.2423939086773122,0.312543641657526,0.2119058818611345,0.2518906351033092
0.11627304805567011,0.30478201764775864,0.1548112902259748,0.20420466629267425
-0.19116469387976462,0.22625976350777194,-0.015893438245177836,0.2843372343257717
-0.03855298657521954,0.13563961007463196,0.1559499079952419,0.23825784510228018
-0.02509904055121203,0.08505666676256879,0.41360474907047606,0.2136843235054166
0.19246648740691275,0.016696212646148526,0.4452989276240678,0.2735609130606354
0.33850193800740996,-0.030588395108407756,0.34816026212204726,0.35551116836764474
0.20447705373761632,0.24508815517515636,0.2323558896682863,0.30112280646421713
0.7654245218183925,0.4142741860546792,0.25267947191984463,0.26935046948580826
1.0825611950202922,0.916112984957638,0.4769877022568459,0.33384280730615085
1.2959700188496843,1.124013452792153,0.5738598818136368,0.2766545383832
1.2554378013239602,1.0178337814570788,0.39318908840358946,0.2576514359219435
1.0409101159138454,0.5947618116924663,0.11411600070415377,0.27128802620439363
0.6558601389223404,0.22588847631585723,-0.029515399910305648,0.2756618745291406
0.0402717858185063,0.17508414346405984,0.07861543322591134,0.3643988033647871
0.7734991092421577,0.3893823094592003,0.2834737872582415,0.38441056166581383
1.14111066994703,0.9834554944444818,0.5295803980792689,0.25582672660649086
1.3291559991805488,1.1950984180208941,0.519163520706448,0.16486724657955334
1.2933200458740501,1.0959544458302528,0.21940551655556653,0.18328211542990985
1.0653448526824771,0.670327822378442,-0.18120054625398385,0.27190799556478945
0.7472626063141039,0.07562240505928985,-0.18967713247849735,0.32079453136815933
-0.24930746454309913,0.10252036437862691,-0.0009333762991675134,0.2760556999770054
-0.006643272041622593,0.399915162671459,0.25556029246508843,0.31565509881363796
0.16924170510756895,0.4488797389258813,0.3660604910488138,0.2622422435528856
0.20134048790762035,0.25958722896100334,0.29697752733321914,0.20905925013632604
0.19819196097587644,0.12502001502471946,0.1605219779075795,0.23569342574907626
0.19797272486688544,0.017358162094339144,0.2768540653730764,0.22161960958253613
0.3035836671605396,0.1057617784865173,0.21520121188385222,0.14854101536121356
0.23243226553314603,0.08431253158332344,0.12242748027082126,0.2558758935072245
0.22134392005099873,0.12398977795484811,0.16262986649464575,0.3062699783865854
0.021246493117547362,0.006236324202153004,0.19378683389563434,0.2678082466108868
0.24112210918098412,0.3079298766995121,0.26165419288209796,0.22047629576096528
0.25426874272307315,0.37997726284775213,0.2472152049181771,0.2790638703460243
0.1650890243569707,0.24979885299527083,0.27273398401813503,0.3146923991490702
0.07481220727044618,-0.0369468522204441,0.3078343715257844,0.3174687455712687
0.6623086081154336,0.005521484436898043,0.320532125960948,0.3497509315767408
0.9388982100892672,0.7039497724166236,0.42033522097386794,0.29473541167859474
1.2265797826927998,1.0214649956840773,0.4723674498484747,0.14917177440516938
1.2278645817080847,0.9903590970726411,0.41449769942492704,0.1770688008909259
1.0806146681559559,0.6081210252372455,0.2682131117355076,0.24568247760461218
0.6623725845534458,0.3249556496316892,0.1385434673828999,0.41660282683416977
0.14287690721140278,0.19516315003583487,0.23556881099873142,0.4503681880712657
0.32285728358098287,0.12634859177720725,0.2130243442126992,0.4370780328203974
0.42366245456376816,0.31660110822036924,0.02767932359326506,0.40444570651287515
0.2873481463376365,0.4473586356999325,0.19378997677326626,0.3644026612196543
0.10777153384581908,0.3460847220229139,0.35217204049154643,0.28206432707664775
0.1738987895700043,0.1512331235637613,0.28150745645490166,0.24594579778184306
0.04940490837361718,-0.10368960342455902,0.2229619690137987,0.2122040930705411
0.16548334733169712,0.038537838890958034,0.1447993772626115,0.166372639743749
0.7738130285049134,0.48999701618044134,0.04498172498233741,0.19374166085823172
1.1458946666034016,0.957837562573712,0.3346259132137937,0.27127700746724
1.285594960846098,1.0750674613430928,0.40275841394954703,0.3007679577233428
1.1778622374393877,0.8740707123410231,0.37272147405414263,0.3906151118253151
1.017850236095405,0.3859844619930147,0.25775125748730005,0.5183140384091189
0.9414709782440132,0.7366753747967377,0.28499532342622985,0.5404105476750525
1.3216168579526102,1.095501556880752,0.5644910861942687,0.4585457428890829
1.3456823835344067,1.1159010040479709,0.5617621601824418,0.4265334335813287
1.3653165407326548,0.8603428610673984,0.45023944941611566,0.4652152462746316
